4,21,15,1
8,21,15,1
12,29,14,1
16,84,15,1
19,28,15,1
21,21,15,1
21,20,15,1
21,17,11,1
21,21,13,1
20,21,10,1
20,27,9,1
19,0,18,1
18,0,21,1
17,31,22,1
15,34,21,1
14,36,25,1
13,53,25,1
11,53,59,1
9,56,59,1
79,56,59,1
134,59,58,1
179,58,58,1
214,58,59,1
242,59,60,1
264,59,74,1
281,60,74,1
295,59,74,1
306,60,75,1
314,60,75,1
321,62,76,1
327,61,76,1
332,61,76,1
336,61,120,1
340,61,120,1
343,61,120,1
275,63,119,1
221,61,107,1
179,61,106,1
146,61,105,1
120,61,105,1
99,61,105,1
82,63,104,1
69,62,103,1
59,62,58,1
51,62,58,1
45,61,58,1
39,61,59,1
34,61,60,1
28,60,62,1
94,59,63,1
146,62,65,1
186,59,122,1
219,59,122,1
245,58,123,1
266,57,123,1
283,56,121,1
295,57,123,1
305,54,126,1
312,53,127,1
318,86,127,1
323,47,132,1
327,128,132,1
331,0,133,1
334,97,65,1
337,42,65,1
339,41,64,1
340,46,63,1
341,43,63,1
342,43,63,1
342,43,62,1
342,64,62,1
342,63,58,1
342,63,58,1
342,63,58,1
342,63,58,1
342,63,58,1
342,63,59,1
342,63,59,1
342,63,59,1
342,45,59,1
342,44,59,1
342,44,58,1
342,43,58,1
342,44,58,1
341,44,59,1
341,44,59,1
341,44,60,1
341,44,60,1
341,44,60,1
341,44,60,1
341,44,60,1
341,44,60,1
341,44,60,1
341,44,60,1
341,36,60,1
341,64,62,1
341,56,61,1
343,41,61,1
275,39,60,1
222,37,60,1
182,116,60,1
151,38,33,1
127,39,33,1
108,36,32,1
92,23,3,1
79,20,64,1
67,23,41,1
57,55,19,1
49,23,15,1
42,31,14,1
36,26,13,1
33,26,14,1
30,57,13,1
28,58,13,1
27,28,13,1
26,28,12,1
25,30,3,1
24,70,4,1
24,71,4,1
23,59,4,1
23,59,3,1
23,65,4,1
23,66,4,1
23,66,4,1
23,65,4,1
23,59,3,1
23,67,3,1
23,65,4,1
24,29,3,1
25,29,5,1
26,28,5,1
27,28,5,1
28,21,4,1
29,20,8,1
29,21,11,1
30,22,14,1
29,22,16,1
29,20,19,1
28,20,24,1
26,20,20,1
25,20,20,1
