205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,10425,10425,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
205,40,40,1
203,40,40,1
205,40,40,1
204,40,40,1
205,40,40,1
207,40,40,1
211,40,40,1
217,40,40,1
225,40,40,1
228,40,40,1
230,40,40,1
230,40,40,1
231,40,40,1
231,40,40,1
231,40,40,1
230,40,40,1
227,40,40,1
221,40,40,1
212,40,40,1
211,40,40,1
208,40,40,1
203,40,40,1
201,40,40,1
200,40,40,1
200,40,40,1
202,40,40,1
207,40,40,1
214,40,40,1
221,40,40,1
0,40,40,1
237,40,40,1
238,40,40,1
243,40,40,1
244,40,40,1
246,40,40,1
246,40,40,1
246,40,40,1
248,40,40,1
255,40,40,1
260,40,40,1
265,40,40,1
268,40,40,1
271,40,40,1
274,40,40,1
277,40,40,1
278,40,40,1
278,40,40,1
276,40,40,1
273,40,40,1
267,40,40,1
258,40,40,1
250,40,40,1
245,40,40,1
239,40,40,1
236,40,40,1
233,40,40,1
231,40,40,1
230,40,40,1
232,40,40,1
238,40,40,1
248,40,40,1
256,40,40,1
262,40,40,1
268,40,40,1
273,40,40,1
276,40,40,1
279,40,40,1
284,40,40,1
283,40,40,1
281,40,40,1
271,40,40,1
259,40,40,1
248,40,40,1
238,40,40,1
230,40,40,1
225,40,40,1
222,40,40,1
221,40,40,1
224,40,40,1
237,40,40,1
251,40,40,1
261,40,40,1
270,40,40,1
276,40,40,1
280,40,40,1
282,40,40,1
282,40,40,1
275,40,40,1
267,40,40,1
257,40,40,1
245,40,40,1
235,40,40,1
228,40,40,1
221,40,40,1
217,40,40,1
217,40,40,1
225,40,40,1
232,40,40,1
244,40,40,1
256,40,40,1
264,40,40,1
276,40,40,1
282,40,40,1
286,40,40,1
291,40,40,1
294,40,40,1
289,40,40,1
277,40,40,1
261,40,40,1
243,40,40,1
227,40,40,1
218,40,40,1
212,40,40,1
210,40,40,1
209,40,40,1
211,40,40,1
220,40,40,1
229,40,40,1
243,40,40,1
251,40,40,1
258,40,40,1
266,40,40,1
273,40,40,1
277,40,40,1
281,40,40,1
281,40,40,1
271,40,40,1
260,40,40,1
254,40,40,1
249,40,40,1
242,40,40,1
238,40,40,1
232,40,40,1
227,40,40,1
222,40,40,1
223,40,40,1
230,40,40,1
237,40,40,1
244,40,40,1
254,40,40,1
263,40,40,1
270,40,40,1
276,40,40,1
280,40,40,1
282,40,40,1
282,40,40,1
274,40,40,1
267,40,40,1
262,40,40,1
256,40,40,1
250,40,40,1
243,40,40,1
236,40,40,1
229,40,40,1
224,40,40,1
218,40,40,1
215,39,39,1
211,40,40,1
208,40,40,1
