204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,88,88,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,87,87,1
204,84,84,1
204,83,83,1
204,4,4,1
204,2,2,1
204,3,3,1
204,6,6,1
204,31,31,1
204,67,67,1
204,80,80,1
204,84,84,1
204,85,85,1
204,85,85,1
204,85,85,1
204,87,87,1
204,86,86,1
204,86,86,1
204,86,86,1
204,85,85,1
204,86,86,1
223,70,70,1
223,70,70,1
223,70,70,1
223,69,69,1
223,69,69,1
223,69,69,1
223,69,69,1
223,70,70,1
223,67,67,1
223,67,67,1
223,67,67,1
223,67,67,1
223,67,67,1
223,66,66,1
223,64,64,1
223,64,64,1
223,64,64,1
223,64,64,1
223,64,64,1
223,64,64,1
223,64,64,1
223,64,64,1
223,64,64,1
223,67,67,1
223,69,69,1
223,69,69,1
223,69,69,1
223,69,69,1
225,70,70,1
224,70,70,1
229,70,70,1
238,70,70,1
235,148,148,1
229,148,148,1
226,149,149,1
224,149,149,1
222,149,149,1
218,149,149,1
216,149,149,1
214,149,149,1
212,127,127,1
210,127,127,1
209,128,128,1
208,128,128,1
206,128,128,1
205,128,128,1
204,128,128,1
203,128,128,1
201,118,118,1
199,119,119,1
198,119,119,1
197,119,119,1
195,119,119,1
193,120,120,1
192,120,120,1
191,120,120,1
189,99,99,1
187,98,98,1
187,98,98,1
186,98,98,1
187,86,86,1
186,86,86,1
186,86,86,1
186,85,85,1
188,85,85,1
191,85,85,1
194,85,85,1
196,85,85,1
199,116,116,1
201,116,116,1
203,116,116,1
206,117,117,1
209,117,117,1
210,117,117,1
213,132,132,1
216,131,131,1
217,130,130,1
219,130,130,1
221,119,119,1
224,116,116,1
226,113,113,1
229,111,111,1
231,111,111,1
233,111,111,1
234,111,111,1
236,111,111,1
237,112,112,1
239,111,111,1
241,133,133,1
242,133,133,1
244,133,133,1
246,133,133,1
247,133,133,1
249,134,134,1
250,110,110,1
252,110,110,1
253,107,107,1
254,107,107,1
256,107,107,1
257,108,108,1
258,108,108,1
260,108,108,1
260,108,108,1
261,108,108,1
262,108,108,1
262,134,134,1
264,134,134,1
265,134,134,1
267,134,134,1
269,134,134,1
271,142,142,1
274,142,142,1
276,142,142,1
279,142,142,1
281,142,142,1
284,161,161,1
286,161,161,1
288,161,161,1
291,161,161,1
293,161,161,1
295,81,81,1
296,81,81,1
297,80,80,1
297,81,81,1
300,62,62,1
300,62,62,1
301,61,61,1
304,61,61,1
304,61,61,1
301,61,61,1
297,61,61,1
294,61,61,1
293,97,97,1
293,97,97,1
230,175,175,1
230,175,150,1
90,175,150,1
200,175,150,1
210,175,150,1
210,175,170,1
210,175,170,1
210,175,175,1
200,175,175,1
220,100,100,1
255,101,101,1
255,102,102,1
255,106,106,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
257,88,88,1
257,88,88,1
256,89,89,1
256,89,89,1
256,89,89,1
256,89,89,1
256,89,89,1
256,89,89,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,88,88,1
256,90,90,1
257,89,89,1
252,89,89,1
249,89,89,1
250,89,89,1
246,157,157,1
242,157,157,1
240,157,157,1
239,157,157,1
236,157,157,1
234,154,154,1
231,154,154,1
228,154,154,1
225,153,153,1
223,153,153,1
221,153,153,1
215,153,153,1
217,153,153,1
223,153,153,1
227,154,154,1
230,139,139,1
232,141,141,1
235,141,141,1
238,142,142,1
242,142,142,1
247,182,182,1
250,180,180,1
253,179,179,1
255,177,177,1
258,176,176,1
261,128,128,1
264,128,128,1
266,128,128,1
269,128,128,1
271,128,128,1
274,128,128,1
275,127,127,1
279,127,127,1
281,144,144,1
281,144,144,1
279,144,144,1
281,144,144,1
279,144,144,1
275,144,144,1
274,144,144,1
274,144,144,1
269,140,140,1
269,140,140,1
266,139,139,1
265,135,135,1
263,134,134,1
260,134,134,1
257,134,134,1
254,144,144,1
252,144,144,1
249,144,144,1
247,143,143,1
244,188,188,1
242,191,191,1
239,192,192,1
236,192,192,1
232,207,207,1
229,208,208,1
227,172,172,1
224,155,155,1
220,155,155,1
217,155,155,1
215,155,155,1
211,151,151,1
208,151,151,1
205,150,150,1
203,117,117,1
200,118,118,1
198,118,118,1
197,118,118,1
196,118,118,1
201,118,118,1
205,118,118,1
209,118,118,1
213,156,156,1
218,156,156,1
221,155,155,1
225,155,155,1
231,155,155,1
234,154,154,1
238,154,154,1
241,154,154,1
246,206,206,1
250,206,206,1
252,205,205,1
254,204,204,1
257,203,203,1
258,148,148,1
260,148,148,1
263,148,148,1
265,148,148,1
267,148,148,1
271,148,148,1
271,148,148,1
274,148,148,1
275,147,147,1
270,148,148,1
266,148,148,1
265,148,148,1
266,148,148,1
267,148,148,1
263,148,148,1
264,148,148,1
259,133,133,1
257,132,132,1
253,132,132,1
250,132,132,1
248,132,132,1
245,132,132,1
243,132,132,1
239,179,179,1
236,179,179,1
233,178,178,1
230,178,178,1
226,177,177,1
223,177,177,1
220,176,176,1
217,176,176,1
213,153,153,1
210,153,153,1
207,153,153,1
204,154,154,1
203,154,154,1
202,154,154,1
198,155,155,1
196,155,155,1
195,96,96,1
195,96,96,1
195,96,96,1
195,96,96,1
196,96,96,1
198,96,96,1
199,96,96,1
203,95,95,1
206,155,155,1
211,153,153,1
213,149,149,1
216,154,154,1
219,154,154,1
222,153,153,1
224,153,153,1
227,153,153,1
229,152,152,1
232,152,152,1
236,152,152,1
241,170,170,1
245,173,173,1
250,195,195,1
254,195,195,1
252,194,194,1
250,193,193,1
248,160,160,1
248,142,142,1
248,143,143,1
252,120,120,1
252,119,119,1
252,119,119,1
252,120,120,1
252,118,118,1
252,118,118,1
252,118,118,1
252,118,118,1
252,118,118,1
252,112,112,1
252,114,114,1
252,114,114,1
252,113,113,1
252,113,113,1
252,113,113,1
252,105,105,1
252,105,105,1
252,105,105,1
252,105,105,1
252,105,105,1
252,105,105,1
252,106,106,1
252,106,106,1
251,106,106,1
253,106,106,1
253,103,103,1
251,103,103,1
249,103,103,1
247,133,133,1
246,133,133,1
240,183,183,1
234,184,184,1
231,205,205,1
229,168,168,1
227,158,158,1
226,158,158,1
225,157,157,1
223,147,147,1
220,147,147,1
218,147,147,1
216,147,147,1
214,147,147,1
212,147,147,1
210,125,125,1
208,133,133,1
207,133,133,1
205,147,147,1
210,145,145,1
217,142,142,1
220,125,125,1
223,144,144,1
225,144,144,1
228,144,144,1
230,144,144,1
233,150,150,1
236,151,151,1
238,150,150,1
241,151,151,1
245,151,151,1
250,188,188,1
254,187,187,1
258,130,130,1
262,118,118,1
266,118,118,1
